,nombre_tienda,razon_social,clase,estrato,tipo_vialidad,calle,num_exterior,num_interior,colonia,codigo_postal,ubicacion,telefono,correo,pagina_web,tipo,longitud,latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,municipio,dimension,porcentaje_obesidad,valor_comercial,numero_tiendas_municipio,numero_tiendas_colonia,place_id,current_popularity,popular_times,rating,rating_n,populartimes,time_spent
682,Tommy hilfiger galeria monterrey,BASECO SAPI DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,AVENIDA,INSURGENTES,2500.0,,VISTA HERMOSA,64620,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,WWW.GRUPOAXO.COM,Fijo,-100.35511643,25.68248111,CENTRO Y PLAZA COMERCIAL,GALERIAS MONTERREY,L 111,Monterrey,A,42.2707,6098.849922,1578,33,ChIJx35sgsSXYoYRU8INS7TpZQs,,,4.3,28.0,,
683,Tommy hilfiger outlet monterrey,BASECO SAPI DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,PROLONGACION,MANUEL L. BARRAGÁN,220.0,,EX HACIENDA EL CANADA,66050,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,,WWW.GRUPOAXO.COM,Fijo,-100.30402288,25.77487381,CENTRO Y PLAZA COMERCIAL,OUTLET MONTERREY,L 52,General Escobedo,A,42.653,1293.528121,208,7,ChIJc89nP7uVYoYRJOTa0zUy-CM,,"[[7, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 13, 'Usually not busy', '', '11 AM'], [12, 26, 'Usually not too busy', '', '12 PM'], [13, 35, 'Usually not too busy', '', '1 PM'], [14, 37, 'Usually not too busy', '', '2 PM'], [15, 30, 'Usually not too busy', '', '3 PM'], [16, 26, 'Usually not too busy', '', '4 PM'], [17, 28, 'Usually not too busy', '', '5 PM'], [18, 22, 'Usually not too busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [1, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 41, 'Usually not too busy', '', '11 AM'], [12, 51, 'Usually a little busy', '', '12 PM'], [13, 47, 'Usually not too busy', '', '1 PM'], [14, 38, 'Usually not too busy', '', '2 PM'], [15, 32, 'Usually not too busy', '', '3 PM'], [16, 34, 'Usually not too busy', '', '4 PM'], [17, 36, 'Usually not too busy', '', '5 PM'], [18, 30, 'Usually not too busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [2, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 28, 'Usually not too busy', '', '11 AM'], [12, 40, 'Usually not too busy', '', '12 PM'], [13, 49, 'Usually not too busy', '', '1 PM'], [14, 52, 'Usually a little busy', '', '2 PM'], [15, 48, 'Usually not too busy', '', '3 PM'], [16, 39, 'Usually not too busy', '', '4 PM'], [17, 26, 'Usually not too busy', '', '5 PM'], [18, 15, 'Usually not busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [3, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 34, 'Usually not too busy', '', '11 AM'], [12, 51, 'Usually a little busy', '', '12 PM'], [13, 54, 'Usually a little busy', '', '1 PM'], [14, 44, 'Usually not too busy', '', '2 PM'], [15, 35, 'Usually not too busy', '', '3 PM'], [16, 34, 'Usually not too busy', '', '4 PM'], [17, 32, 'Usually not too busy', '', '5 PM'], [18, 26, 'Usually not too busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [4, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 41, 'Usually not too busy', '', '11 AM'], [12, 55, 'Usually a little busy', '', '12 PM'], [13, 60, 'Usually a little busy', '', '1 PM'], [14, 52, 'Usually a little busy', '', '2 PM'], [15, 38, 'Usually not too busy', '', '3 PM'], [16, 22, 'Usually not too busy', '', '4 PM'], [17, 25, 'Usually not too busy', '', '5 PM'], [18, 44, 'Usually not too busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [5, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 31, 'Usually not too busy', '', '11 AM'], [12, 44, 'Usually not too busy', '', '12 PM'], [13, 55, 'Usually a little busy', '', '1 PM'], [14, 54, 'Usually a little busy', '', '2 PM'], [15, 38, 'Usually not too busy', '', '3 PM'], [16, 34, 'Usually not too busy', '', '4 PM'], [17, 36, 'Usually not too busy', '', '5 PM'], [18, 24, 'Usually not too busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [6, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 29, 'Usually not too busy', '', '11 AM'], [12, 73, 'Usually a little busy', '', '12 PM'], [13, 100, 'Usually as busy as it gets', '', '1 PM'], [14, 76, 'Usually a little busy', '', '2 PM'], [15, 42, 'Usually not too busy', '', '3 PM'], [16, 37, 'Usually not too busy', '', '4 PM'], [17, 43, 'Usually not too busy', '', '5 PM'], [18, 36, 'Usually not too busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0]]",4.1,55.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 51, 47, 38, 32, 34, 36, 30, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 40, 49, 52, 48, 39, 26, 15, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 51, 54, 44, 35, 34, 32, 26, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 55, 60, 52, 38, 22, 25, 44, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 44, 55, 54, 38, 34, 36, 24, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 73, 100, 76, 42, 37, 43, 36, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 26, 35, 37, 30, 26, 28, 22, 0, 0, 0, 0, 0]}]","[10, 10]"
684,Tommy hilfiger san agustin monterrey,BASECO SAPI DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,BATALLÓN SAN PATRICIO,1000.0,,RESIDENCIAL SAN AGUSTIN,66260,"SAN PEDRO GARZA GARCÍA, San Pedro Garza García, NUEVO LEÓN   ",,,WWW.GRUPOAXO.COM,Fijo,-100.33797489,25.64806344,,,,San Pedro Garza Garcia,A,35.173,4634.679777,247,12,ChIJ6Wv8bg2-YoYRiOtNpUxzym8,,,4.0,1.0,,
685,Tommy hilfiger san pedro,BASECO SAPI DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,AVENIDA,JOSÉ VASCONCELOS,402.0,,DEL VALLE,66220,"SAN PEDRO GARZA GARCÍA, San Pedro Garza García, NUEVO LEÓN   ",,,WWW.GRUPOAXO.COM,Fijo,-100.35876722,25.65250163,CENTRO Y PLAZA COMERCIAL,PASEO SAN PEDRO,LOCAL 152,San Pedro Garza Garcia,A,35.173,4634.679777,247,110,,,,,,,
686,Tools & services de mexico,TOOLS & SERVICES DE MÉXICO SA DE CV,"Comercio al por mayor de ropa, bisutería y accesorios de vestir",31 a 50 personas,CALLE,MIGUEL NIETO SUR,660.0,0.0,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,DIRECCION@TOOLSMEXICO.COM,WWW.TOOLSMEXICO.COM,Fijo,-100.32948695,25.67138019,,,,Monterrey,C,42.2707,6098.849922,1578,189,,,,,,,
687,Tribu,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31508961,25.66852024,EDIFICIO COMERCIAL Y DE SERVICIOS,SHOPTOWN INTER PLAZA,101,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
688,Trivi fashion,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,510.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31397559,25.68010868,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
689,True west store,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALZADA,FRANCISCO I. MADERO,363.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31609772,25.68440803,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
690,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",51 a 100 personas,AVENIDA,SENDERO  PTE,130.0,,VALLE DEL CANADA,66050,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.30269976,25.76677884,CENTRO Y PLAZA COMERCIAL,SENDERO ESCOBEDO,C,General Escobedo,B,42.653,1293.528121,208,24,,,,,,,
691,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",51 a 100 personas,AVENIDA,SENDERO  PTE,130.0,,VALLE DEL CANADA,66050,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.30269976,25.76677884,CENTRO Y PLAZA COMERCIAL,SENDERO ESCOBEDO,C,General Escobedo,A,42.653,1293.528121,208,24,,,,,,,
692,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,AVENIDA,MANUEL L BARRAGAN,220.0,5.0,EXHACIENDA EL CANADA,66058,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.30416582,25.77400132,CENTRO Y PLAZA COMERCIAL,PLAZAS OULET,5,General Escobedo,B,42.653,1293.528121,208,3,,,,,,,
693,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,AVENIDA,MANUEL L BARRAGAN,220.0,5.0,EXHACIENDA EL CANADA,66058,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.30416582,25.77400132,CENTRO Y PLAZA COMERCIAL,PLAZAS OULET,5,General Escobedo,A,42.653,1293.528121,208,3,,,,,,,
694,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",51 a 100 personas,AVENIDA,PABLO LIVAS,7601.0,15.0,COL SANTA MARIA,67190,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.18536274,25.65684228,CENTRO Y PLAZA COMERCIAL,CENTRO Y PLAZA COMERCIAL SIN NOMBRE,,Guadalupe,A,44.3291,3562.483031,411,1,ChIJR5scS__qYoYRkftg7lV4noI,,,4.8,5.0,,
695,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,CALLE,JUAN IGNACIO RAMON PONIENTE,237.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.31712743,25.67151062,,,,Monterrey,B,42.2707,6098.849922,1578,189,,,,,,,
696,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,CALLE,JUAN IGNACIO RAMON PONIENTE,237.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.31712743,25.67151062,,,,Monterrey,A,42.2707,6098.849922,1578,189,,,,,,,
697,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",51 a 100 personas,AVENIDA,LICENCIADO BENITO JUÁREZ,642.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.31537037,25.66998927,,,,Monterrey,B,42.2707,6098.849922,1578,189,,,,,,,
698,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",51 a 100 personas,AVENIDA,LICENCIADO BENITO JUÁREZ,642.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.31537037,25.66998927,,,,Monterrey,A,42.2707,6098.849922,1578,189,,,,,,,
699,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",51 a 100 personas,AVENIDA,BENITO JUAREZ SUR,420.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.31494805,25.67314632,,,,Monterrey,B,42.2707,6098.849922,1578,189,,,,,,,
700,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",51 a 100 personas,AVENIDA,BENITO JUAREZ SUR,420.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.31494805,25.67314632,,,,Monterrey,A,42.2707,6098.849922,1578,189,,,,,,,
701,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,AVENIDA,JUAREZ SUR,619.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.31511629,25.67021656,,,,Monterrey,B,42.2707,6098.849922,1578,189,,,,,,,
702,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,AVENIDA,JUAREZ SUR,619.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.31511629,25.67021656,,,,Monterrey,A,42.2707,6098.849922,1578,189,,,,,,,
703,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,AVENIDA,JUAREZ SUR,515.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.31491897,25.67176395,,,,Monterrey,B,42.2707,6098.849922,1578,189,,,,,,,
704,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,AVENIDA,JUAREZ SUR,515.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.31491897,25.67176395,,,,Monterrey,A,42.2707,6098.849922,1578,189,,,,,,,
705,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,AVENIDA,LICENCIADO BENITO JUAREZ SUR,515.0,0.0,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.31452572,25.67122304,,,,Monterrey,B,42.2707,6098.849922,1578,189,,,,,,,
706,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,AVENIDA,LICENCIADO BENITO JUAREZ SUR,515.0,0.0,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.31452572,25.67122304,,,,Monterrey,A,42.2707,6098.849922,1578,189,,,,,,,
707,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",51 a 100 personas,AVENIDA,LICENCIADO BENITO JUÁREZ,603.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.31510174,25.67033054,,,,Monterrey,B,42.2707,6098.849922,1578,189,,,,,,,
708,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",51 a 100 personas,AVENIDA,LICENCIADO BENITO JUÁREZ,603.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.31510174,25.67033054,,,,Monterrey,A,42.2707,6098.849922,1578,189,,,,,,,
709,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,582.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.31524965,25.66917376,,,,Monterrey,B,42.2707,6098.849922,1578,189,,,,,,,
710,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,582.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.31524965,25.66917376,,,,Monterrey,A,42.2707,6098.849922,1578,189,,,,,,,
711,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",51 a 100 personas,AVENIDA,MIGUEL ALEMAN,101.0,,LA FE,66477,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.21479363,25.72449769,,,,San Nicolas De Los Garza,A,41.2272,4569.30629,313,25,ChIJR5scS__qYoYRkftg7lV4noI,,,4.8,5.0,,
712,Tt blues store,T. T. BLUES STORE SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",51 a 100 personas,AVENIDA,ROMULO GARZA,410.0,10.0,LA FE,66477,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,MVIEZCA@TTBLUES.COM.MX,WWW.TTBLUES.MX,Fijo,-100.2166254,25.72486236,CENTRO Y PLAZA COMERCIAL,CITADEL,C10 Y C11,San Nicolas De Los Garza,A,41.2272,4569.30629,313,25,ChIJR5scS__qYoYRkftg7lV4noI,,,4.8,5.0,,
713,Umara chic libstyle,UMARA CHIC LIBSTYC ,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JOSE GARIBALDI,437.0,3116.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31704526,25.67283488,CENTRO Y PLAZA COMERCIAL,PLAZA GARIBALDI,3116,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
714,Uniformes ditmo,DITMO SA SA DE CV,"Comercio al por mayor de ropa, bisutería y accesorios de vestir",11 a 30 personas,CALZADA,FRANCISCO I. MADERO,3512.0,,MITRAS SUR,64020,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183474221.0,DITMO@TELMEXMAIL.COM,WWW.DITMO.COM.MX,Fijo,-100.35025375,25.68780602,,,,Monterrey,B,42.2707,6098.849922,1578,2,,,,,,,
715,Uniformes galo de monterrey sa de cv,UNIFORMES GALO DE MONTERREY SA DE CV ,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,CALLE,JUAN IGNACIO RAMON,329.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.32517519,25.67211266,,,,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
716,Unikos accesorios,,Comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales,0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,842.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8184008685.0,ANAPGALVAN@GMAIL.COM,,Fijo,-100.3136191,25.68277786,,,,Monterrey,C,42.2707,6098.849922,1578,189,,,,,,,
