Pecho,Cuello,Cintura,Longitud_delantera,Altura,Peso,Talla,SEXO,Cadera
90.5,35.8,76.8,57.2,165.2,50.7,S,H,
87.3,35.9,78.4,56.3,168.4,52.6,S,H,
87.5,36.7,76.5,56.5,168.6,53.9,S,H,
86.5,36.5,78.1,56.5,164.7,50.6,S,H,
88.9,35.7,77.2,56.9,163.8,50.7,S,H,
88,36.4,77.8,56.2,167.8,52.1,S,H,
87,36.6,77.9,57.5,165.6,52,S,H,
89.3,36.4,78.6,56.4,169.6,52.7,S,H,
87.9,35.7,78.9,57.2,168.6,52.1,S,H,
90.5,36.3,77,56.6,164.8,50.2,S,H,
89.6,35.6,78.6,56.3,167,50.2,S,H,
86.4,35.7,76.6,57.6,163.8,51.1,S,H,
88.4,35.8,77.7,57.6,165.2,50.7,S,H,
86.9,36.6,77,57.6,164.3,54.7,S,H,
89.4,35.9,78.3,56.7,164.2,51.2,S,H,
91.1,35.9,77.3,57.5,165.7,53.5,S,H,
86.8,36.5,76.7,56.2,169.9,52.8,S,H,
90.2,36.5,77.2,57.6,164.2,50.5,S,H,
90.7,36.7,78.7,57,169.7,50.4,S,H,
87.4,36.8,78.6,56.5,163.1,52.7,S,H,
88.1,36.1,76.6,56.4,169.4,50.5,S,H,
87.4,36.8,77.2,57.5,164.9,53.2,S,H,
87.9,35.6,78.1,56.5,164.7,52.9,S,H,
87.9,36.5,76.1,57.7,165.2,51.8,S,H,
86.7,35.9,76.5,56.8,167.9,54,S,H,
88.5,35.5,76.1,57.7,168.1,51.4,S,H,
91.3,36.2,78.4,56,165.9,53.4,S,H,
86.4,36.7,77.7,56.5,167.3,52,S,H,
90.4,36.6,76.8,57.8,165.5,53.1,S,H,
89.6,35.7,76.3,56.8,169.8,54.4,S,H,
87.4,36.4,77.1,57.4,165.9,52.1,S,H,
86.8,36.4,77.4,57.4,163.9,52.7,S,H,
88,36.1,77.4,56.9,165.9,50.2,S,H,
87.4,36.4,77.4,57.9,164.3,51.7,S,H,
88.6,35.5,76.3,57.9,165,51.4,S,H,
86.4,36.4,77.9,57.7,168.6,50.5,S,H,
91.4,36.7,78.3,56.1,165.2,51.1,S,H,
87.1,36.6,78.2,56.9,169.2,53.7,S,H,
90.3,36.6,77.5,57.2,166.9,53.2,S,H,
86.3,36.2,78.5,56,168.6,52.3,S,H,
86.3,35.6,77,56.6,166.9,51.1,S,H,
89.2,35.6,78.5,56.2,166,50.4,S,H,
87.2,36.6,76.3,57.4,164.5,54.7,S,H,
88.4,36.3,78.5,57.9,164.6,51.6,S,H,
90.7,36.6,78.5,56.5,165.7,54.7,S,H,
86.3,35.8,76.1,56.3,164,51.4,S,H,
90.1,35.6,77.4,57.5,168.2,50.1,S,H,
89.6,36.3,76.3,56.4,169,53.3,S,H,
89.2,35.8,78.1,58,169.5,53.6,S,H,
89.7,36.3,78.7,57.3,163.2,53.4,S,H,
90.3,36.1,78,56.2,165.3,51.1,S,H,
91.3,36,78.9,56,163.7,52.1,S,H,
88,36.3,77.3,56.9,168.6,52.2,S,H,
88.3,36.4,77.5,57.2,165.7,52,S,H,
91,36.6,76.3,56.1,165.2,54.7,S,H,
87,35.9,76.4,57.2,164.9,51.4,S,H,
88.2,36.3,76.1,56.2,168.1,54.7,S,H,
90.5,36.3,79,57.7,167.7,54.8,S,H,
87.4,36.2,77.2,57.6,169.5,53.9,S,H,
86.4,36.3,77.9,58,165.5,50.4,S,H,
88.7,36.2,77.7,57.6,167.7,53.2,S,H,
86.6,36.5,76.5,57.7,168.8,54.3,S,H,
87.7,35.7,76.8,57.8,168.5,50.9,S,H,
89.1,35.8,78.2,56.8,165.5,52.7,S,H,
90.9,35.9,78,57.5,169.6,52.5,S,H,
87.7,36.7,76.2,57,167.6,50.3,S,H,
88.4,35.6,77.4,56.5,167.1,53.7,S,H,
87.8,36.4,77.8,56.9,165.9,53.4,S,H,
86.4,36.3,76.6,56.9,166,53.3,S,H,
88.3,36.6,77.2,57.5,164,50.2,S,H,
89.4,35.8,77.4,56.3,169.2,50.6,S,H,
90.6,36,76.1,56.5,169,50,S,H,
88.1,35.7,77.2,56.1,166.6,51.8,S,H,
90.1,35.5,76.5,57,164.4,54.1,S,H,
88.4,36.2,77.1,56.2,165.5,50.3,S,H,
88.9,35.9,76.9,57.8,166.3,50.8,S,H,
88.6,36.4,77,56.4,166.4,51.1,S,H,
91.4,35.5,77.4,56.3,169.8,51.3,S,H,
87.2,35.7,76.1,57.7,164,50.7,S,H,
87.6,36.7,77.8,56,169.1,51.5,S,H,
89.7,35.6,76.5,57.6,168,51.4,S,H,
88.6,36.4,78.5,56.7,169,50.6,S,H,
86.7,36.2,77.9,56.5,163.1,51.5,S,H,
87.1,36.6,76,57.2,166.2,51,S,H,
87.4,36.3,78.8,56.4,166.4,50.4,S,H,
90.9,36,76.2,57,169.1,50.9,S,H,
90.2,36.8,77.2,57.1,163.4,50.4,S,H,
88.1,36.5,76.3,56.9,165.5,52.4,S,H,
86.3,36.4,76.3,56.5,164.4,54,S,H,
88,35.7,76.4,56.9,167.6,54.3,S,H,
90.9,35.8,78.1,56.7,163.8,53.7,S,H,
90.3,36,77.5,57,164,52,S,H,
88.8,36.3,77.4,56.4,166.9,54.6,S,H,
91.4,36.6,76.6,57.6,164,52.9,S,H,
90.1,36.1,76.6,56.5,167.8,55,S,H,
86.8,35.6,77,57.1,168.8,53.9,S,H,
87.7,35.5,76.8,56.8,167.1,53.1,S,H,
87.7,36.8,78.1,56.4,163.3,52.4,S,H,
89.8,36.7,77.5,56.5,168.6,52,S,H,
87.1,36.7,77.2,56.9,164.4,50.2,S,H,
88.3,35.7,79,56.1,166,51.8,S,H,
90.9,35.6,78.2,56.2,169.2,53.9,S,H,
91.3,36.1,77,57.2,167.9,53,S,H,
86.8,35.9,77.7,56.1,164.2,52.9,S,H,
89.6,36.6,76.1,57.1,166.4,50.2,S,H,
90.6,36.1,76.3,57.5,169,52,S,H,
91,36.3,78.9,57.2,165.3,50.7,S,H,
88,36.2,78.8,56.2,164.1,52.6,S,H,
91.3,35.6,78.1,58,164.6,54.2,S,H,
88.4,36.7,77.2,56.7,165.4,51.1,S,H,
89,35.8,76.7,56.3,166.2,51.5,S,H,
89.7,35.9,76.5,56.8,168.6,54.4,S,H,
87.6,35.8,79,56.4,167.3,52.5,S,H,
88.8,36,76.5,57,166.3,52.1,S,H,
89.5,36.1,78.8,57.2,163.5,50.8,S,H,
87.4,36.6,78.2,57,169.9,51.2,S,H,
88.1,35.7,76.2,57.9,167.8,52.8,S,H,
89.1,35.7,77.2,56.9,166.3,54.3,S,H,
87.1,36.7,77.4,56.5,167.4,51.1,S,H,
88.3,36.6,78.6,56.2,165.9,52.3,S,H,
90.6,36.7,78,57.9,166.7,54,S,H,
87.8,36.5,76.2,57.1,164.1,53.1,S,H,
90.2,35.9,78.3,57.7,167.7,54.8,S,H,
86.4,35.8,77.6,57.9,164.7,54.5,S,H,
88.5,36.3,76.6,57.5,165.5,51.5,S,H,
89.4,36,77.2,57.6,169.4,54,S,H,
88.3,36.5,77,56.5,167.7,52.2,S,H,
88.1,36.2,76.3,57.3,168.2,52.9,S,H,
90.2,35.7,77,56.6,165.5,50.8,S,H,
91,35.7,76.3,56.5,165.5,54,S,H,
86.4,36.7,77.9,57.7,165.7,54.5,S,H,
87.3,36.6,76.8,57.1,165.7,53,S,H,
88.7,35.8,76.3,56.7,167.6,50.9,S,H,
87.1,35.6,77.4,56.9,166.7,54.9,S,H,
88.9,36.5,77.4,57.8,166.5,51.7,S,H,
87.8,36.7,76.2,57.9,164.3,51.7,S,H,
89.5,35.6,77.7,57.6,167.9,53.4,S,H,
89.9,36.3,78.3,57.7,164.3,51.6,S,H,
89.6,36.4,78.4,57.4,166.4,52.4,S,H,
88.2,36.2,77.4,57.6,165.6,53.5,S,H,
91.4,35.6,76.6,56.9,167.4,51.2,S,H,
88.5,36.3,77.2,57.2,166.2,52,S,H,
87.7,35.8,77.8,56.8,167.9,52.8,S,H,
89.9,35.6,78.2,57.2,163.5,51.2,S,H,
90.7,36.3,78.1,56.8,167.3,53.1,S,H,
86.8,35.7,76.9,57,165.2,50.7,S,H,
86.4,36.3,76.8,56.6,163.4,52.5,S,H,
88.8,36.6,77.4,57.9,168.4,53.5,S,H,
87.4,36.2,78.2,57.5,164.7,54.3,S,H,
87.4,36.8,78.9,57.3,168.6,52.5,S,H,
89.3,35.8,77.2,57.5,167.3,54.6,S,H,
91.4,35.5,76.3,56.9,165.5,54.9,S,H,
91,36.1,77.9,57.8,164.3,51,S,H,
90,36.7,76.2,57.3,169.8,51.2,S,H,
90.2,36.6,78.9,56.6,163.3,51,S,H,
88,36.1,77.2,56.3,164.8,54.8,S,H,
86.4,36.2,77.8,57.5,164.8,54.6,S,H,
86.5,36.1,76.6,58,166.6,50.2,S,H,
87.5,35.9,77.9,57.9,163.8,53.3,S,H,
87.9,35.5,76.3,57.7,168.2,53.8,S,H,
91.3,35.8,76,57.1,163.7,54.1,S,H,
89.1,36.6,78.8,57,165.8,54.2,S,H,
86.8,35.6,77.6,56,164.1,51.7,S,H,
89.7,35.6,78.6,57.3,166.4,53.3,S,H,
87.2,36.6,76.7,56.6,165.1,51.1,S,H,
90.5,36,76.7,56.6,167,51.3,S,H,
88.3,35.7,78.2,56.3,163.2,50.9,S,H,
89.5,35.8,78.6,56.9,165.3,54.8,S,H,
90.4,35.5,78.3,57.2,167.2,52.4,S,H,
89.1,36.7,78,56.6,163.3,52.5,S,H,
87.6,36.3,78,57.4,169.4,51.8,S,H,
90.3,35.8,78.6,57.5,167.3,52.8,S,H,
90.5,36,77.8,58,167.6,50.4,S,H,
87,35.6,76.7,57.5,165.7,51.6,S,H,
88.6,36.6,78,57.3,165.6,50.7,S,H,
87,36.1,78.4,57.4,169.8,54.6,S,H,
90.4,36,79,56.5,164.5,55,S,H,
86.6,36.6,77.5,57.6,167.6,55,S,H,
89.6,36.1,78.5,56.4,169.5,53.3,S,H,
88.6,36.4,78.9,57.6,169.7,52.2,S,H,
90.9,35.5,78.3,56.9,165.2,50.7,S,H,
89,36.1,78.6,57.5,164.7,51.1,S,H,
87.5,36.2,76.6,57.7,169.3,54.7,S,H,
87,36.5,78.1,57.4,166.1,51.1,S,H,
91.1,36.8,76.9,57.9,165.5,54.6,S,H,
89.8,36.5,76.4,56.1,164.5,51.4,S,H,
88.8,36.5,78.3,56.5,165.1,51.8,S,H,
87.1,36.2,77.5,57.8,163,54.2,S,H,
90.3,36.5,77.8,56.9,165,52.8,S,H,
91.3,36.2,76.1,57.1,167.4,52.3,S,H,
89.3,36,78.4,57.1,164.7,54.6,S,H,
89.8,35.9,78,56.8,168.2,53.9,S,H,
87.5,36.5,78.1,57.4,166.3,50.4,S,H,
90.1,36.1,77.4,56.3,166.4,54.4,S,H,
90.4,36.1,77.2,57,164.7,53.3,S,H,
87.6,36.8,76.1,56.1,164.1,53.3,S,H,
87.5,35.7,77.4,56.4,168.5,54.1,S,H,
91.2,36.6,76.2,56.9,164.5,50.1,S,H,
87.5,36.1,78,57.7,166.8,55,S,H,
89.8,35.9,77.8,57.9,168.2,50.1,S,H,
86.4,36.5,78.7,56.8,167.1,50.9,S,H,
91.3,35.9,78.1,57.2,163.4,50.7,S,H,
87,36.7,76,57.9,167.3,50.9,S,H,
86.6,35.7,78.2,57.7,165.1,50,S,H,
87.9,36.7,77.8,57.7,169.6,53.9,S,H,
88.3,35.7,77.2,57.1,168.7,53.1,S,H,
88.7,35.8,76.7,57.4,164.2,53.6,S,H,
88.2,36.2,77.2,57.2,169.8,52.1,S,H,
88.4,35.5,76.4,56.7,168,52.3,S,H,
87.5,35.9,77.7,57,168.3,55,S,H,
89.7,36.2,77.8,57.2,167.5,52.1,S,H,
90.1,35.8,78.4,58,169.2,54.5,S,H,
86.4,35.8,78.6,56,165.8,53.3,S,H,
86.8,36.4,76.9,57.8,164.6,50.3,S,H,
86.6,36.5,78.9,57.4,167.3,54.2,S,H,
87.2,35.6,78.3,57.9,166.9,53.3,S,H,
90.5,36.5,77,56.6,166.4,52,S,H,
89.5,35.9,76.7,56.1,163.1,51.2,S,H,
86.4,36.5,76.1,56.5,163,52,S,H,
89.4,36.7,78,56.8,164.4,51.9,S,H,
89.5,36.5,77.5,56.3,169.5,51.2,S,H,
86.3,36.8,77.9,57.1,169.5,50.8,S,H,
88.5,36.5,76.5,56.1,165.1,54.7,S,H,
91,35.8,76.8,56.7,165.8,52,S,H,
86.7,36.3,78.9,57.3,164.4,51.3,S,H,
90.4,35.5,77.4,57.4,166.5,50.2,S,H,
89.7,35.7,77,56.6,166.8,54.1,S,H,
87.3,36,76.5,57.5,163.3,50.7,S,H,
89,35.6,76,57.9,163.8,52.1,S,H,
87.8,36,77.8,57.7,169.1,52.7,S,H,
91.3,36.6,78.7,57.9,167.7,53,S,H,
90,35.8,77.3,56.7,165.2,50.7,S,H,
88.5,36.2,76.3,57.6,169.2,54.1,S,H,
88.3,35.9,76.5,56.3,169.5,50.9,S,H,
90.4,35.6,76.8,56.8,164.4,53.8,S,H,
88.7,35.9,77.6,56.1,164.5,54.8,S,H,
86.5,36.8,76.3,57.8,168.7,52.8,S,H,
89.7,35.5,78.3,56.6,167.6,50.8,S,H,
87.7,36.5,76.8,57.3,168,51,S,H,
87.5,35.6,76.6,57,166.5,54,S,H,
89.7,35.9,77.7,56.5,164.1,50.8,S,H,
87.4,36.4,78.1,56.6,167.2,53.8,S,H,
89,35.8,77.2,57.8,168,52.3,S,H,
90.5,36,78.2,57.3,168.5,55,S,H,
88.9,36.8,76.6,56.3,168.7,52.8,S,H,
88.9,36.3,77.4,57.7,164.9,50.2,S,H,
86.4,35.6,76.1,56.8,164.3,53.8,S,H,
89.8,36.2,77.5,56.6,168.3,55,S,H,
90.9,36.5,76.6,57.7,164.2,53.4,S,H,
89.8,35.6,77.2,56.8,165.5,53.2,S,H,
88.1,36.7,78.3,57,166.3,54,S,H,
90.9,36.1,76.5,56.4,169.5,50.5,S,H,
86.5,35.8,78.8,56.8,168.2,52.4,S,H,
90.2,36.3,77.6,57.4,169.3,53.8,S,H,
91.4,35.8,77.7,57.9,166,51,S,H,
88.6,36.6,76.3,57.9,166.6,54.4,S,H,
89.6,35.7,78.8,57.5,165.9,53.1,S,H,
87.4,36.2,78.3,56.2,165,55,S,H,
87.5,35.6,77.3,56.6,164,51.6,S,H,
89.8,35.8,77.2,57.7,163.6,51.4,S,H,
86.5,35.6,77.4,57.8,167,50.4,S,H,
86.6,36.8,78.3,56.5,169.6,53,S,H,
88.3,36.1,76.6,57.8,164.5,52.7,S,H,
86.4,35.8,78.8,56.5,168.5,53.7,S,H,
86.8,36.5,76.8,57.3,165.4,52.6,S,H,
86.5,36.6,76.4,57.6,163.4,53.4,S,H,
90.3,35.8,78.5,56.6,167.2,52.3,S,H,
88,36.6,78.1,57.1,164.4,52.2,S,H,
90.7,36,76.8,57.1,165.9,50.5,S,H,
88,36.1,78.3,57.1,166.4,52.1,S,H,
90.8,35.9,76.7,56.6,163.8,52.9,S,H,
88.6,35.9,77,57,163.5,52.9,S,H,
90.2,36.5,78.2,57.6,164.8,52.8,S,H,
90.6,36.5,78.5,57.4,164.6,50.5,S,H,
89.9,36,77.7,57.8,163.4,53.7,S,H,
91.3,35.7,77.3,56.9,167.8,54.7,S,H,
87.4,36,77,57.7,167.2,54.2,S,H,
89.6,35.7,76.2,57.3,163.4,54.5,S,H,
91,35.9,78,57.5,167.8,54.9,S,H,
86.8,36.4,77.8,57.7,166.4,53.5,S,H,
91.4,36.6,76.5,56.4,166.9,54.9,S,H,
89.3,36.8,77.7,57.1,165.4,54.8,S,H,
86.5,36.7,76.3,56.1,166.3,51.1,S,H,
87.8,36.5,76.6,57.5,163.8,51.5,S,H,
87.6,36.1,78.2,56.3,163.5,52.9,S,H,
89.2,36.1,77.5,56,167.1,54.7,S,H,
86.6,35.8,77.2,57.2,164,52.7,S,H,
86.4,36.3,78.1,56.7,163.2,53.8,S,H,
88.8,36.1,76,56.3,163.4,52.8,S,H,
88.8,36.5,78.5,57.9,166.1,50.2,S,H,
87.5,36.6,78.2,56.8,163.8,54.1,S,H,
88,35.7,77.7,57.9,168.2,53.2,S,H,
89.3,35.5,78.1,57.4,164.6,53,S,H,
90.2,36.5,78,56.4,169.8,51.7,S,H,
86.5,36.2,77.6,56.6,163.7,52.2,S,H,
89.5,36.3,78,57.8,163.7,51.3,S,H,
90.9,35,76.1,56.3,164.2,54.5,S,H,
89.7,35.6,77.9,56.7,169.8,51.1,S,H,
90.2,36,76.2,58,166.6,53.2,S,H,
91.1,35.7,78.4,57.6,163.8,50.6,S,H,
87.3,36.7,77.9,57.1,164.1,50.8,S,H,
89.3,36.6,77.6,57.3,165.1,50.7,S,H,
90.3,36.5,78,56.1,168.6,54.1,S,H,
90.3,36.5,78.5,57.2,165.3,54.3,S,H,
87.5,36.5,76.5,56.9,164.1,50.5,S,H,
87,36,76.1,57.6,164.4,51.4,S,H,
87.9,36.8,76.4,58,169.4,52.1,S,H,
90.6,35.8,78,57.8,169.4,54.7,S,H,
88.8,35.9,78,57,166.4,52.7,S,H,
87.3,36.7,76.7,57,164.5,54.3,S,H,
90.7,35.7,79,56,168.2,54.5,S,H,
88.3,35.7,78.4,56.9,164.4,52.7,S,H,
89.7,36.8,78.9,57.1,167,52.1,S,H,
88.8,35.9,78.2,57.2,164.9,50.7,S,H,
89,36.8,76.7,56.7,167.9,50.7,S,H,
88.5,35.6,78,56.5,165.9,50.4,S,H,
89.9,36.1,78.7,58,165.4,53.5,S,H,
90.9,35.6,77.8,56.9,163.7,54.8,S,H,
91.2,35.6,77.2,57.4,168,53.3,S,H,
89.2,36.6,78.3,57.4,167.8,53.7,S,H,
87,36.7,77.5,57.3,165.9,50.2,S,H,
89.8,36.7,76.3,57.7,165.4,54.5,S,H,
87.5,35.7,77.2,56.6,163,54.3,S,H,
88.4,35.7,77.5,56.3,169.4,50.7,S,H,
87.3,35.6,76.4,57.3,169.4,54.1,S,H,
90.9,35.9,76.8,57.1,168.1,51.6,S,H,
89.6,36.6,76.7,56.1,163.5,54.5,S,H,
88.4,35.9,77.3,56.6,164.6,51.3,S,H,
88.6,36.3,76.4,56.9,165.2,51.6,S,H,
90.1,35.7,78,57.7,166.1,50.6,S,H,
90.3,36,76.7,56.3,163.8,50.2,S,H,
91.4,36.4,77.3,57.5,163.1,50.4,S,H,
87.6,36.6,76.3,56.7,168.5,53.2,S,H,
87.6,36.2,78.1,57.9,169.2,54,S,H,
89.9,35.6,77.9,57.4,167.8,54.3,S,H,
86.4,35.8,77.9,57.5,163.1,54.4,S,H,
86.6,36.8,78.8,56.1,166.2,51.8,S,H,
90.1,35.6,76,56.7,166.8,53.5,S,H,
86.7,36.3,78.3,56.2,165.2,53.1,S,H,
87.7,36.4,77.4,56.7,165.7,50.7,S,H,
87.9,36.7,78.2,56.6,164.3,52.2,S,H,
89.9,36.3,78.3,57.8,169.8,51.5,S,H,
87.4,36.1,78.5,57.1,168.8,51.3,S,H,
87.7,36.7,77.2,57.3,169,54,S,H,
86.6,36,78.8,57,163.3,54.1,S,H,
89.4,36.3,77.5,56.5,169.9,51.8,S,H,
90.4,36.1,78.4,56.1,164.4,51.6,S,H,
89.9,36.6,77.7,56.8,163.9,53.7,S,H,
86.5,35.8,78.8,57.2,168.5,54.2,S,H,
91.3,36.4,78.2,57.8,165.8,52.5,S,H,
89,36.4,76.6,57.1,164.8,52.9,S,H,
89.4,36.5,77.8,57.2,165.3,50.9,S,H,
87.4,35.9,78.1,58,166.7,50.8,S,H,
89.4,36.5,77.3,56,164.5,53.3,S,H,
89.9,36,78.6,57.7,164.1,54.6,S,H,
89.7,36.1,77.6,57.3,169.7,51.8,S,H,
86.7,36,77.3,56.8,167.7,50.3,S,H,
88.4,36.4,76.4,56.3,166.2,54,S,H,
87.9,35.6,78.3,56.7,164.5,53.3,S,H,
90.4,36.5,77,57.6,164.1,54.6,S,H,
87.8,35.8,76.6,56.2,168.7,54.2,S,H,
87.4,36,78.2,56.9,166.2,51.9,S,H,
87.4,36.4,77.7,56.2,169.4,54.1,S,H,
87.2,36.6,78.6,57.1,168.5,53.9,S,H,
87.2,35.9,76.8,56.9,168.3,52.9,S,H,
91,36,77.8,57.7,165.6,52.2,S,H,
89.1,36.1,78.7,58,166.1,53.9,S,H,
88.7,36.5,76.4,57.6,166.9,51.2,S,H,
88,36.6,77.6,56,164.6,53.6,S,H,
90.5,36.1,77.9,56.9,163.8,51.3,S,H,
89.3,36.1,78.7,56.9,164.8,53.6,S,H,
90.6,35.7,76.2,57,169,52.7,S,H,
90.1,36.4,78.9,57.8,166.9,54.6,S,H,
88.6,36.4,78.4,57.3,167.3,52,S,H,
89.1,36.6,77.9,57.7,167.1,53,S,H,
91.2,36.6,76,57.4,165.1,51.6,S,H,
90.2,36.5,78.2,57.5,167.6,50.7,S,H,
89.3,35.9,76.2,57,163.9,50.3,S,H,
88.1,36.1,76.7,56.4,166.1,54.4,S,H,
88.4,35.6,78.5,56,163.7,53.3,S,H,
91.1,35.7,77.3,57.1,169.2,50.6,S,H,
90,36.4,78.1,57.9,169.1,52.7,S,H,
86.9,36.7,76.7,56,163.4,53,S,H,
87.9,35.7,76.7,56.7,168.6,51.8,S,H,
88.3,36.6,76.4,56.4,163.5,54.2,S,H,
87.5,35.5,76.9,56.6,165,51.2,S,H,
90.7,35.8,77.5,56.3,166.1,54,S,H,
90.8,36.1,78.2,56.8,169.7,52.6,S,H,
90.4,35.7,78.7,56.1,168.9,53.1,S,H,
90.8,36.1,78.8,56.1,166.4,50,S,H,
88.9,35.6,78.8,57.8,165,53.9,S,H,
87.8,35.6,76.6,56.9,163.7,54.1,S,H,
90.8,36.6,76.2,56.1,166.7,54.1,S,H,
89.8,36,76,57.7,166.3,54.4,S,H,
89,36.4,78.5,57.5,168.5,53.4,S,H,
90,36.5,77,56.7,167.3,53.3,S,H,
88.9,36.1,76.5,57.1,164,53.5,S,H,
90.7,35.8,77.1,57.1,165.2,50.3,S,H,
90.7,35.7,78.5,57.3,166.8,50.9,S,H,
89.2,36.2,78.3,56.4,169.5,52.1,S,H,
90.2,36.7,77.5,57.4,165.1,53.1,S,H,
89.1,36.3,76.4,56.9,166.7,50.7,S,H,
86.5,36.2,77,58,166.8,52.6,S,H,
91.3,35.8,78.7,57.6,166.5,51.1,S,H,
86.8,36.4,76,57.7,167.6,52.9,S,H,
90.9,35.8,77.4,57.8,168.8,52.7,S,H,
89.2,36.6,78.9,56.3,166.3,54.9,S,H,
86.3,35.6,76.5,57.4,169.6,54,S,H,
89.5,36.6,76.3,57.2,168.1,50.1,S,H,
88.9,36.4,79,56.2,165.6,50.4,S,H,
89,35.5,78.8,57.7,167.4,53.7,S,H,
88,36,77.9,56.3,163,51.3,S,H,
89.2,36,78.6,57,168.9,51.6,S,H,
90.1,35.9,78.9,58,164.5,52.9,S,H,
86.5,36.3,76.9,56.9,166,51.3,S,H,
86.8,35.5,78.9,56.6,168.2,53.8,S,H,
90.6,36.5,78.4,58,163.5,50.3,S,H,
90,36.4,77.4,56.5,164.4,50.9,S,H,
87.2,36.5,77.1,56.7,168.8,51.4,S,H,
89.3,35.7,78.2,56.5,163.4,54.3,S,H,
88.3,36,77.8,57.6,164.9,51.1,S,H,
87.5,36.2,76.9,57.8,164.8,52.2,S,H,
87.3,35.7,78.5,57.3,168.4,52.6,S,H,
89.6,36.3,78.4,56.2,165.7,51.1,S,H,
87.8,36.1,77.5,57,167.7,51.2,S,H,
91,36.7,76.3,56.9,164,51.1,S,H,
88.8,35.6,76.7,56.1,164.1,50.8,S,H,
91.4,35.7,78.2,56.5,168.7,50.2,S,H,
89.9,36.5,77.3,57.8,166,51.5,S,H,
87.2,35.5,78.1,57.9,163.1,50.3,S,H,
87,36.1,78.6,56.2,165.7,53.8,S,H,
91,36.6,78.1,56.5,169.3,50.7,S,H,
87.4,35.7,76.7,57.8,163.7,52.1,S,H,
86.4,36.2,78.5,57.2,166.4,53.8,S,H,
88.5,35.7,78.7,56.9,165,53.3,S,H,
89.3,36.5,76.9,57.2,168.6,53.8,S,H,
89.2,36.1,77.2,57.4,163.6,53.1,S,H,
90.9,36.6,78.1,56.1,163.6,52.3,S,H,
89.4,35.8,77.3,56.3,166.7,54.1,S,H,
88.7,36,77,56.6,169.6,54.9,S,H,
88.8,35.7,76.7,56.7,164.5,52.3,S,H,
88.9,36.4,77,56.1,163.2,53.8,S,H,
89.7,35.6,78.8,56.5,168.5,51.7,S,H,
88.5,36.3,76.4,56.2,164.5,51.3,S,H,
88.7,36.5,77.6,56.4,166,53.7,S,H,
89.5,35.9,78,56,169.9,51.8,S,H,
89.3,36.8,76.2,56.4,164.6,51.7,S,H,
88.5,36,76.2,57,167.9,52.9,S,H,
90.2,36.3,78.7,56.7,169.6,54.6,S,H,
88.7,35.6,78.7,57.4,169.2,54,S,H,
89.4,36.3,78.7,56.8,168.2,52.7,S,H,
87.8,35.7,78.3,57.4,167.2,50.3,S,H,
89.4,36.5,76.1,57.9,163.2,51.5,S,H,
87,35.7,76.6,56,166.2,54.4,S,H,
89.5,36.2,77.7,56.6,167.3,52.1,S,H,
86.8,35.6,78.1,57.9,164.4,50.3,S,H,
86.6,36.5,76.1,56.7,168.6,50.4,S,H,
90.1,36.2,77.5,57.9,169.4,52,S,H,
87.5,36.3,76.9,56.2,164.4,51.5,S,H,
86.5,35.5,79,57.7,165.5,51.1,S,H,
87.3,35.5,78.3,57,163.2,53.8,S,H,
90.1,36.5,76.5,57.1,169.2,51.3,S,H,
89.6,35.6,78,57.1,168.2,54,S,H,
90.5,36.1,78.4,57.1,169.8,53.9,S,H,
87.9,36.2,77.2,57.2,166.7,52.9,S,H,
87.1,36.2,76.1,57.4,170,51.9,S,H,
88.7,35.9,78.8,56,165.9,51.8,S,H,
88.4,36.1,78.9,56.8,168.2,54.9,S,H,
89.1,36.5,78.5,56.6,166.3,51.9,S,H,
86.6,36.8,78.2,56.2,169.9,53.1,S,H,
91.3,35.9,77.1,57.9,167.6,52.1,S,H,
90.4,36,76.1,56.4,165.5,53.4,S,H,
90.2,35.9,76.6,56.7,164.2,52.7,S,H,
88.7,35.6,76.8,56.8,163.5,51.7,S,H,
87.9,36.2,77.8,57.6,164.8,52.8,S,H,
86.8,35.8,77.2,57.6,164.9,52,S,H,
88.3,35.7,76.7,57.1,166.4,50,S,H,
89.2,36.7,76.3,57.2,168.3,54.4,S,H,
87.2,36.5,76.9,56.7,166,50.1,S,H,
89.7,36.5,78.5,56.1,169.1,52.8,S,H,
91,35.9,77.8,56.7,165.8,51.4,S,H,
87.4,36.2,76.3,57.8,166.3,54.3,S,H,
87.6,35.8,77.7,57.2,163.8,51.8,S,H,
88.4,36.7,78.2,57.8,164.4,53.4,S,H,
89.5,35.8,76.6,57.1,166.3,53.5,S,H,
88.1,36.5,76.5,57,166,52.3,S,H,
88.2,36.1,76.7,57.4,165.6,53.5,S,H,
89.3,36.4,78.3,57.6,168.3,51.8,S,H,
86.6,35.9,76.5,57.1,166.5,52,S,H,
90.3,36.4,76.9,57.3,166.3,55,S,H,
88.1,36.1,76.8,56.3,169.9,53.7,S,H,
88.6,35.8,77.4,57.3,165.1,52.1,S,H,
88.8,36.6,76.8,56.5,169.2,51.7,S,H,
90,35.7,77,57.1,167.1,52.6,S,H,
90.7,35.7,77.6,57.3,166,53.8,S,H,
86.7,35.7,76.3,56.2,163.5,52.8,S,H,
89,36.5,77.4,57.5,165.1,53.7,S,H,
87.4,36.7,76.2,57.1,168.6,52.6,S,H,
87.3,35.7,78.6,57.3,166.8,51.6,S,H,
86.8,36.1,76.7,57,164.2,53.5,S,H,
